Merchant_id,pos_ratio,Pos_Count,total_count
12605,0.0104,1,96
19310,0.0104,1,96
30400,0.0104,4,385
30513,0.0104,1,96
48804,0.0104,1,96
52314,0.0104,2,192
57303,0.0104,2,193
16813,0.0103,2,194
16204,0.0102,1,98
18601,0.0102,1,98
19610,0.0102,1,98
20104,0.0102,4,392
21105,0.0102,1,98
26007,0.0102,8,788
34307,0.0102,1,98
45209,0.0102,1,98
14311,0.0101,1,99
21709,0.0101,2,198
22913,0.0101,2,199
23305,0.0101,18,1778
43706,0.0101,15,1481
12307,0.01,1,100
24207,0.01,3,300
26111,0.01,1,100
36701,0.01,3,301
55813,0.01,4,402
14709,0.0099,4,405
17013,0.0099,9,907
45800,0.0099,2,202
56811,0.0099,1,101
11415,0.0098,2,205
13901,0.0098,1,102
23612,0.0098,4,408
43905,0.0098,2,204
19515,0.0097,1,103
26407,0.0097,1,103
32709,0.0097,1,103
35106,0.0097,4,412
40108,0.0097,16,1642
49215,0.0097,1,103
10315,0.0096,1,104
29005,0.0096,3,311
33409,0.0096,1,104
38613,0.0096,3,311
47303,0.0096,3,314
13912,0.0095,7,737
24404,0.0095,1,105
25308,0.0095,1,105
38806,0.0095,1,105
41804,0.0095,1,105
49507,0.0095,32,3383
58605,0.0095,1,105
59906,0.0095,4,420
13511,0.0094,10,1069
24712,0.0094,2,212
30914,0.0094,1,106
33804,0.0094,2,212
17411,0.0093,2,215
26610,0.0093,2,216
28907,0.0093,1,107
39705,0.0093,3,321
42305,0.0093,2,216
56502,0.0093,12,1285
25503,0.0092,16,1747
45805,0.0092,1,109
45808,0.0092,1,109
38214,0.0091,1,110
57111,0.0091,3,329
59303,0.0091,1,110
25301,0.009,2,221
38407,0.009,2,221
51100,0.009,19,2113
51504,0.009,2,223
57206,0.009,3,332
35710,0.0089,1,112
51502,0.0089,18,2012
51912,0.0089,8,903
19703,0.0088,14,1587
21907,0.0088,8,907
24000,0.0088,1,114
34808,0.0088,1,113
35215,0.0088,1,114
41215,0.0088,1,114
42213,0.0088,1,114
49508,0.0088,1,113
15707,0.0087,5,575
15813,0.0087,95,10896
36414,0.0087,1,115
56602,0.0087,1,115
16103,0.0085,1,118
16605,0.0085,1,117
35505,0.0085,1,117
40804,0.0085,6,709
42111,0.0084,3,356
51512,0.0084,3,359
51812,0.0084,8,950
54309,0.0084,26,3077
59803,0.0084,6,713
37502,0.0083,1,120
43103,0.0083,1,120
43401,0.0083,2,242
51310,0.0083,1,120
58514,0.0083,1,120
27603,0.0082,1,122
15302,0.0081,1,123
41002,0.0081,2,248
47014,0.0081,2,246
53804,0.0081,1,123
16514,0.008,1,125
51305,0.008,4,500
21308,0.0079,2,254
33109,0.0079,1,127
42610,0.0079,3,382
47513,0.0079,3,379
10404,0.0078,1,128
20804,0.0078,1,129
44306,0.0078,1,128
48513,0.0078,2,258
52009,0.0078,1,128
55412,0.0078,1,128
56704,0.0078,1,128
57808,0.0078,2,257
19107,0.0077,5,652
23603,0.0077,1,130
34702,0.0077,2,261
35004,0.0077,5,648
59200,0.0077,1,130
32803,0.0076,4,523
33408,0.0075,1,133
40204,0.0075,1,133
29612,0.0074,1,136
34911,0.0074,1,136
52215,0.0074,1,136
55207,0.0074,6,815
57213,0.0074,2,269
19809,0.0073,10,1367
37908,0.0073,20,2734
42100,0.0073,13,1785
48408,0.0073,1,137
49305,0.0073,1,137
57315,0.0073,2,274
23212,0.0072,1,138
26907,0.0072,2,277
46915,0.0072,1,138
30904,0.0071,1,140
32514,0.0071,6,845
33404,0.0071,1,140
45900,0.0071,1,140
16115,0.007,2,284
51708,0.007,1,143
11405,0.0069,1,145
23514,0.0069,7,1011
24301,0.0069,1,144
27415,0.0069,3,434
29802,0.0069,1,145
30707,0.0069,3,434
53907,0.0069,2,291
59813,0.0069,1,144
12003,0.0068,2,293
14106,0.0068,1,148
17101,0.0068,1,147
19710,0.0068,24,3509
33513,0.0068,1,148
44011,0.0068,3,440
21606,0.0067,5,747
33514,0.0067,2,298
34913,0.0067,2,297
41814,0.0067,1,149
50305,0.0067,2,297
51913,0.0067,2,300
14611,0.0066,2,303
52509,0.0066,4,604
54808,0.0066,3,456
58408,0.0066,1,152
23813,0.0065,2,306
13005,0.0064,1,157
26211,0.0064,1,156
32208,0.0064,14,2171
37611,0.0064,1,157
55601,0.0064,2,312
29312,0.0063,1,160
37702,0.0063,1,160
43810,0.0063,1,159
46203,0.0063,3,479
51014,0.0063,4,639
12811,0.0062,3,482
42212,0.0062,1,162
54715,0.0062,1,162
57500,0.0062,1,162
47612,0.0061,2,329
54011,0.0061,1,165
33104,0.006,1,167
52201,0.006,19,3174
52610,0.006,1,167
53713,0.006,1,168
58501,0.006,2,332
38710,0.0059,2,341
43112,0.0059,1,169
52204,0.0059,31,5258
32109,0.0058,3,516
59515,0.0058,1,173
15114,0.0057,3,528
15902,0.0057,2,352
16512,0.0057,1,176
18409,0.0057,1,175
17615,0.0056,3,534
30115,0.0056,2,357
30802,0.0056,3,537
40604,0.0056,1,177
12008,0.0055,1,183
18605,0.0055,1,183
21012,0.0055,1,181
44814,0.0055,2,363
54402,0.0055,52,9392
45703,0.0054,2,372
46813,0.0054,1,185
12709,0.0053,2,374
23107,0.0053,2,377
28202,0.0053,2,377
38609,0.0053,22,4120
14207,0.0052,1,191
26900,0.0052,1,191
43013,0.0052,2,384
43201,0.0052,1,192
44903,0.0052,1,192
48414,0.0052,7,1336
52910,0.0052,3,572
19614,0.0051,1,197
48107,0.0051,5,981
50108,0.0051,3,587
55511,0.0051,1,198
57701,0.0051,1,198
12510,0.005,4,803
35201,0.005,1,202
36207,0.005,2,399
41706,0.005,1,200
42310,0.005,1,200
43205,0.005,1,202
48510,0.005,2,402
14904,0.0049,1,204
29501,0.0049,1,204
32406,0.0049,4,824
32900,0.0049,1,205
43606,0.0049,1,205
43712,0.0049,1,206
49600,0.0049,2,405
52712,0.0049,1,206
54004,0.0049,1,204
56707,0.0049,3,608
10407,0.0048,1,209
10907,0.0048,1,208
14506,0.0048,1,209
41104,0.0048,1,208
36104,0.0047,1,212
42401,0.0047,34,7165
18912,0.0046,1,216
17405,0.0045,4,884
22510,0.0045,3,664
28212,0.0045,7,1541
28402,0.0045,2,440
12212,0.0044,2,450
16009,0.0044,1,227
17700,0.0044,5,1129
23800,0.0044,4,908
28713,0.0044,2,452
37907,0.0044,1,225
51308,0.0044,1,228
55910,0.0044,2,455
32104,0.0043,1,235
39402,0.0043,1,234
54810,0.0043,2,462
33903,0.0042,1,238
38010,0.0042,1,237
44003,0.0042,2,472
48411,0.0042,2,479
53803,0.0042,11,2621
57510,0.0042,3,706
59607,0.0042,1,237
27508,0.0041,2,487
59805,0.0041,1,243
17503,0.004,1,252
24309,0.004,1,251
36007,0.004,4,1003
39013,0.004,1,249
43803,0.004,2,497
25009,0.0039,2,507
32613,0.0039,2,517
35012,0.0039,1,254
51615,0.0039,1,254
59604,0.0038,1,266
27912,0.0037,3,810
29413,0.0037,1,272
16803,0.0036,1,276
25807,0.0036,1,278
45702,0.0036,1,279
26905,0.0035,1,283
30008,0.0035,1,288
35702,0.0035,18,5137
50112,0.0035,4,1148
26804,0.0034,1,291
35413,0.0034,1,290
44300,0.0034,1,290
50701,0.0034,6,1775
33114,0.0033,2,601
40607,0.0033,1,303
42805,0.0033,1,299
39007,0.0032,2,626
39314,0.0032,1,310
41502,0.0032,5,1573
47609,0.0032,3,929
54809,0.0031,5,1597
21202,0.003,1,332
27300,0.003,1,328
34407,0.003,1,336
23911,0.0029,1,342
29504,0.0029,1,348
36302,0.0029,2,691
41709,0.0029,1,343
47801,0.0029,1,340
26001,0.0028,1,351
37000,0.0028,1,359
53305,0.0028,1,361
12812,0.0027,1,376
28002,0.0027,1,375
54807,0.0027,1,373
28209,0.0026,1,379
33615,0.0026,1,389
50404,0.0026,1,382
10511,0.0025,1,406
11105,0.0025,1,407
29903,0.0025,1,394
43004,0.0025,1,401
13900,0.0024,1,412
14315,0.0024,1,424
20005,0.0024,4,1635
22006,0.0024,4,1645
23206,0.0024,5,2105
32409,0.0024,1,421
41808,0.0024,2,849
10012,0.0023,1,429
52308,0.0023,1,433
16109,0.0021,3,1441
42405,0.0021,1,470
37207,0.002,1,509
22800,0.0019,2,1080
25501,0.0019,1,516
40715,0.0018,1,564
55802,0.0018,1,544
57202,0.0018,1,555
19505,0.0016,6,3764
25903,0.0016,1,632
47313,0.0016,1,643
24212,0.0015,1,666
46503,0.0015,1,653
53714,0.0015,6,4055
43200,0.0013,1,774
52407,0.0013,1,794
17303,0.0012,1,817
55904,0.0011,1,932
25706,8.0E-4,1,1332
40109,8.0E-4,1,1230
10002,0.0,0,30
10003,0.0,0,110
10004,0.0,0,35
10005,0.0,0,26
10007,0.0,0,495
10008,0.0,0,265
10009,0.0,0,109
10010,0.0,0,10
10011,0.0,0,46
10013,0.0,0,57
10014,0.0,0,267
10015,0.0,0,24
10100,0.0,0,26
10101,0.0,0,18
10103,0.0,0,140
10104,0.0,0,32
10105,0.0,0,32
10106,0.0,0,90
10107,0.0,0,98
10108,0.0,0,12
10109,0.0,0,16
10113,0.0,0,96
10114,0.0,0,753
10115,0.0,0,14
10200,0.0,0,7
10201,0.0,0,21
10202,0.0,0,166
10204,0.0,0,8
10205,0.0,0,19
10206,0.0,0,34
10207,0.0,0,107
10208,0.0,0,14
10209,0.0,0,57
10212,0.0,0,57
10213,0.0,0,26
10214,0.0,0,78
10215,0.0,0,38
10300,0.0,0,73
10301,0.0,0,27
10302,0.0,0,66
10303,0.0,0,8
10305,0.0,0,21
10306,0.0,0,154
10307,0.0,0,48
10308,0.0,0,48
10309,0.0,0,40
10310,0.0,0,21
10311,0.0,0,49
10312,0.0,0,199
10313,0.0,0,85
10314,0.0,0,48
10400,0.0,0,50
10402,0.0,0,22
10403,0.0,0,114
10405,0.0,0,10
10406,0.0,0,29
10408,0.0,0,73
10409,0.0,0,35
10410,0.0,0,44
10411,0.0,0,72
10412,0.0,0,55
10413,0.0,0,10
10415,0.0,0,68
10500,0.0,0,38
10501,0.0,0,76
10502,0.0,0,40
10505,0.0,0,48
10506,0.0,0,43
10507,0.0,0,14
10508,0.0,0,225
10509,0.0,0,12
10510,0.0,0,82
10512,0.0,0,41
10513,0.0,0,40
10514,0.0,0,50
10600,0.0,0,23
10602,0.0,0,96
10603,0.0,0,33
10604,0.0,0,18
10606,0.0,0,23
10607,0.0,0,49
10608,0.0,0,23
10609,0.0,0,48
10610,0.0,0,14
10611,0.0,0,124
10612,0.0,0,26
10613,0.0,0,90
10614,0.0,0,55
10615,0.0,0,41
10700,0.0,0,46
10701,0.0,0,59
10702,0.0,0,72
10703,0.0,0,23
10705,0.0,0,116
10706,0.0,0,55
10707,0.0,0,20
10710,0.0,0,18
10711,0.0,0,121
10712,0.0,0,28
10713,0.0,0,213
10715,0.0,0,43
10801,0.0,0,29
10802,0.0,0,213
10803,0.0,0,28
10804,0.0,0,78
10805,0.0,0,16
10806,0.0,0,29
10809,0.0,0,24
10810,0.0,0,11
10811,0.0,0,37
10812,0.0,0,232
10813,0.0,0,378
10814,0.0,0,37
10815,0.0,0,99
10900,0.0,0,162
10901,0.0,0,74
10902,0.0,0,934
10903,0.0,0,40
10904,0.0,0,46
10905,0.0,0,182
10906,0.0,0,24
10908,0.0,0,48
10909,0.0,0,53
10910,0.0,0,153
10912,0.0,0,39
10914,0.0,0,35
10915,0.0,0,95
11000,0.0,0,44
11001,0.0,0,16
11003,0.0,0,21
11004,0.0,0,24
11005,0.0,0,30
11006,0.0,0,25
11007,0.0,0,111
11008,0.0,0,4
11010,0.0,0,40
11011,0.0,0,98
11012,0.0,0,33
11013,0.0,0,118
11014,0.0,0,10
11015,0.0,0,11
11101,0.0,0,24
11102,0.0,0,50
11104,0.0,0,64
11108,0.0,0,28
11109,0.0,0,62
11110,0.0,0,21
11113,0.0,0,47
11114,0.0,0,55
11115,0.0,0,20
11200,0.0,0,82
11202,0.0,0,7
11203,0.0,0,41
11204,0.0,0,74
11205,0.0,0,26
11206,0.0,0,14
11207,0.0,0,49
11208,0.0,0,39
11209,0.0,0,25
11210,0.0,0,25
11212,0.0,0,50
11214,0.0,0,19
11215,0.0,0,96
11300,0.0,0,23
11301,0.0,0,45
11303,0.0,0,23
11304,0.0,0,58
11306,0.0,0,85
11307,0.0,0,31
11308,0.0,0,129
11309,0.0,0,23
11310,0.0,0,47
11311,0.0,0,78
11312,0.0,0,34
11313,0.0,0,48
11314,0.0,0,123
11315,0.0,0,3
11400,0.0,0,11
11401,0.0,0,34
11403,0.0,0,12
11404,0.0,0,46
11406,0.0,0,22
11407,0.0,0,4
11408,0.0,0,16
11409,0.0,0,20
11410,0.0,0,12
11411,0.0,0,18
11412,0.0,0,136
11413,0.0,0,75
11414,0.0,0,11
11500,0.0,0,115
11501,0.0,0,32
11502,0.0,0,15
11503,0.0,0,28
11504,0.0,0,162
11506,0.0,0,79
11508,0.0,0,133
11509,0.0,0,30
11510,0.0,0,95
11511,0.0,0,27
11512,0.0,0,122
11513,0.0,0,23
11514,0.0,0,118
11515,0.0,0,53
11600,0.0,0,102
11601,0.0,0,35
11602,0.0,0,133
11603,0.0,0,7
11604,0.0,0,44
11605,0.0,0,5
11606,0.0,0,178
11607,0.0,0,32
11608,0.0,0,29
11609,0.0,0,77
11610,0.0,0,50
11611,0.0,0,40
11612,0.0,0,106
11613,0.0,0,45
11614,0.0,0,51
11615,0.0,0,25
11700,0.0,0,12
11701,0.0,0,23
11703,0.0,0,48
11704,0.0,0,86
11705,0.0,0,14
11707,0.0,0,25
11708,0.0,0,22
11709,0.0,0,18
11710,0.0,0,15
11711,0.0,0,51
11714,0.0,0,16
11715,0.0,0,9
11800,0.0,0,60
11801,0.0,0,15
11802,0.0,0,151
11804,0.0,0,42
11805,0.0,0,55
11807,0.0,0,64
11808,0.0,0,11
11809,0.0,0,30
11810,0.0,0,7
11811,0.0,0,8
11812,0.0,0,28
11814,0.0,0,48
11815,0.0,0,46
11900,0.0,0,14
11901,0.0,0,65
11902,0.0,0,27
11904,0.0,0,593
11905,0.0,0,18
11906,0.0,0,69
11907,0.0,0,18
11908,0.0,0,45
11909,0.0,0,77
11910,0.0,0,30
11911,0.0,0,69
11912,0.0,0,134
11913,0.0,0,269
12000,0.0,0,32
12001,0.0,0,89
12004,0.0,0,38
12005,0.0,0,83
12006,0.0,0,32
12007,0.0,0,19
12009,0.0,0,30
12012,0.0,0,80
12013,0.0,0,194
12014,0.0,0,116
12015,0.0,0,36
12100,0.0,0,18
12101,0.0,0,19
12103,0.0,0,17
12104,0.0,0,7
12105,0.0,0,95
12106,0.0,0,29
12107,0.0,0,23
12108,0.0,0,44
12109,0.0,0,7
12110,0.0,0,111
12111,0.0,0,64
12112,0.0,0,11
12113,0.0,0,17
12115,0.0,0,16
12200,0.0,0,23
12201,0.0,0,28
12202,0.0,0,103
12203,0.0,0,47
12204,0.0,0,39
12205,0.0,0,102
12206,0.0,0,40
12207,0.0,0,41
12209,0.0,0,21
12210,0.0,0,36
12211,0.0,0,39
12213,0.0,0,65
12214,0.0,0,105
12215,0.0,0,121
12300,0.0,0,31
12301,0.0,0,78
12302,0.0,0,40
12303,0.0,0,27
12304,0.0,0,38
12305,0.0,0,28
12306,0.0,0,71
12308,0.0,0,16
12309,0.0,0,71
12311,0.0,0,41
12313,0.0,0,26
12314,0.0,0,99
12315,0.0,0,27
12400,0.0,0,237
12401,0.0,0,18
12402,0.0,0,20
12403,0.0,0,98
12404,0.0,0,37
12405,0.0,0,63
12406,0.0,0,46
12407,0.0,0,29
12408,0.0,0,15
12409,0.0,0,20
12410,0.0,0,16
12412,0.0,0,65
12413,0.0,0,112
12414,0.0,0,13
12502,0.0,0,14
12504,0.0,0,19
12505,0.0,0,42
12506,0.0,0,31
12507,0.0,0,46
12508,0.0,0,15
12509,0.0,0,19
12511,0.0,0,56
12513,0.0,0,18
12514,0.0,0,235
12515,0.0,0,72
12600,0.0,0,83
12601,0.0,0,38
12602,0.0,0,52
12603,0.0,0,14
12606,0.0,0,43
12608,0.0,0,50
12609,0.0,0,25
12610,0.0,0,29
12611,0.0,0,115
12612,0.0,0,8
12613,0.0,0,76
12614,0.0,0,18
12615,0.0,0,46
12700,0.0,0,70
12701,0.0,0,43
12702,0.0,0,17
12703,0.0,0,54
12704,0.0,0,129
12705,0.0,0,16
12706,0.0,0,94
12707,0.0,0,45
12708,0.0,0,10
12710,0.0,0,16
12712,0.0,0,20
12713,0.0,0,35
12714,0.0,0,36
12800,0.0,0,80
12801,0.0,0,146
12802,0.0,0,242
12804,0.0,0,66
12805,0.0,0,16
12806,0.0,0,56
12807,0.0,0,33
12808,0.0,0,32
12809,0.0,0,27
12810,0.0,0,12
12814,0.0,0,14
12815,0.0,0,144
12900,0.0,0,203
12901,0.0,0,27
12902,0.0,0,36
12903,0.0,0,47
12904,0.0,0,26
12905,0.0,0,44
12906,0.0,0,72
12907,0.0,0,57
12909,0.0,0,38
12910,0.0,0,59
12911,0.0,0,10
12912,0.0,0,115
12913,0.0,0,14
12914,0.0,0,170
12915,0.0,0,374
13000,0.0,0,6
13001,0.0,0,24
13002,0.0,0,2
13004,0.0,0,41
13007,0.0,0,41
13009,0.0,0,55
13010,0.0,0,20
13011,0.0,0,21
13012,0.0,0,74
13013,0.0,0,23
13014,0.0,0,76
13015,0.0,0,29
13100,0.0,0,67
13101,0.0,0,80
13102,0.0,0,26
13103,0.0,0,57
13104,0.0,0,68
13106,0.0,0,73
13108,0.0,0,146
13109,0.0,0,7
13110,0.0,0,19
13111,0.0,0,27
13112,0.0,0,66
13113,0.0,0,72
13114,0.0,0,142
13115,0.0,0,29
13201,0.0,0,237
13202,0.0,0,10
13203,0.0,0,110
13204,0.0,0,33
13205,0.0,0,41
13206,0.0,0,51
13207,0.0,0,52
13208,0.0,0,139
13209,0.0,0,31
13210,0.0,0,194
13211,0.0,0,50
13212,0.0,0,12
13213,0.0,0,110
13214,0.0,0,94
13300,0.0,0,66
13301,0.0,0,55
13302,0.0,0,15
13303,0.0,0,41
13304,0.0,0,24
13305,0.0,0,33
13306,0.0,0,42
13307,0.0,0,43
13308,0.0,0,108
13310,0.0,0,15
13312,0.0,0,138
13313,0.0,0,17
13314,0.0,0,19
13315,0.0,0,32
13402,0.0,0,10
13403,0.0,0,40
13404,0.0,0,25
13405,0.0,0,41
13406,0.0,0,119
13407,0.0,0,62
13408,0.0,0,31
13409,0.0,0,23
13410,0.0,0,61
13411,0.0,0,29
13413,0.0,0,49
13414,0.0,0,131
13415,0.0,0,4
13500,0.0,0,27
13502,0.0,0,49
13503,0.0,0,83
13504,0.0,0,22
13505,0.0,0,9
13506,0.0,0,7
13508,0.0,0,37
13509,0.0,0,19
13512,0.0,0,16
13513,0.0,0,31
13514,0.0,0,29
13515,0.0,0,41
13601,0.0,0,32
13602,0.0,0,13
13603,0.0,0,305
13604,0.0,0,69
13605,0.0,0,17
13606,0.0,0,12
13608,0.0,0,17
13609,0.0,0,59
13610,0.0,0,11
13611,0.0,0,118
13612,0.0,0,16
13613,0.0,0,21
13614,0.0,0,23
13615,0.0,0,176
13700,0.0,0,131
13701,0.0,0,76
13702,0.0,0,45
13703,0.0,0,31
13704,0.0,0,93
13705,0.0,0,40
13707,0.0,0,17
13708,0.0,0,263
13709,0.0,0,30
13710,0.0,0,72
13711,0.0,0,28
13712,0.0,0,33
13713,0.0,0,211
13714,0.0,0,27
13715,0.0,0,101
13800,0.0,0,413
13801,0.0,0,187
13803,0.0,0,39
13804,0.0,0,18
13805,0.0,0,54
13806,0.0,0,26
13807,0.0,0,38
13808,0.0,0,126
13809,0.0,0,38
13810,0.0,0,38
13811,0.0,0,45
13812,0.0,0,60
13813,0.0,0,60
13814,0.0,0,71
13815,0.0,0,65
13903,0.0,0,18
13904,0.0,0,48
13905,0.0,0,15
13906,0.0,0,43
13907,0.0,0,42
13908,0.0,0,13
13909,0.0,0,36
13910,0.0,0,150
13911,0.0,0,37
13913,0.0,0,92
13915,0.0,0,28
14000,0.0,0,111
14001,0.0,0,172
14002,0.0,0,18
14003,0.0,0,147
14004,0.0,0,118
14005,0.0,0,97
14006,0.0,0,32
14007,0.0,0,22
14008,0.0,0,26
14009,0.0,0,8
14011,0.0,0,306
14012,0.0,0,18
14013,0.0,0,57
14014,0.0,0,8
14015,0.0,0,267
14100,0.0,0,222
14101,0.0,0,56
14102,0.0,0,40
14103,0.0,0,34
14104,0.0,0,22
14105,0.0,0,130
14107,0.0,0,84
14108,0.0,0,52
14109,0.0,0,21
14110,0.0,0,219
14111,0.0,0,33
14112,0.0,0,210
14113,0.0,0,35
14114,0.0,0,123
14115,0.0,0,14
14200,0.0,0,19
14201,0.0,0,76
14203,0.0,0,28
14204,0.0,0,42
14205,0.0,0,81
14206,0.0,0,30
14208,0.0,0,532
14209,0.0,0,14
14210,0.0,0,8
14211,0.0,0,18
14212,0.0,0,65
14214,0.0,0,29
14215,0.0,0,52
14300,0.0,0,39
14301,0.0,0,34
14302,0.0,0,75
14303,0.0,0,121
14304,0.0,0,14
14306,0.0,0,48
14307,0.0,0,21
14308,0.0,0,11
14309,0.0,0,14
14310,0.0,0,93
14312,0.0,0,127
14313,0.0,0,18
14314,0.0,0,18
14400,0.0,0,30
14401,0.0,0,25
14402,0.0,0,86
14403,0.0,0,76
14404,0.0,0,20
14405,0.0,0,12
14406,0.0,0,113
14407,0.0,0,6
14408,0.0,0,20
14409,0.0,0,9
14410,0.0,0,25
14412,0.0,0,95
14413,0.0,0,160
14414,0.0,0,20
14415,0.0,0,18
14500,0.0,0,731
14501,0.0,0,299
14503,0.0,0,16
14504,0.0,0,33
14505,0.0,0,17
14507,0.0,0,34
14508,0.0,0,997
14509,0.0,0,68
14510,0.0,0,112
14511,0.0,0,18
14512,0.0,0,8
14513,0.0,0,76
14514,0.0,0,25
14515,0.0,0,42
14600,0.0,0,18
14601,0.0,0,15
14602,0.0,0,81
14603,0.0,0,24
14604,0.0,0,19
14605,0.0,0,30
14606,0.0,0,85
14607,0.0,0,39
14608,0.0,0,8
14609,0.0,0,13
14612,0.0,0,118
14614,0.0,0,160
14700,0.0,0,239
14702,0.0,0,11
14703,0.0,0,342
14704,0.0,0,46
14705,0.0,0,44
14706,0.0,0,26
14708,0.0,0,18
14710,0.0,0,15
14711,0.0,0,18
14712,0.0,0,23
14713,0.0,0,23
14714,0.0,0,6
14715,0.0,0,28
14800,0.0,0,74
14801,0.0,0,29
14802,0.0,0,36
14803,0.0,0,61
14804,0.0,0,15
14806,0.0,0,44
14807,0.0,0,19
14808,0.0,0,118
14810,0.0,0,97
14811,0.0,0,33
14813,0.0,0,26
14814,0.0,0,136
14815,0.0,0,208
14900,0.0,0,55
14901,0.0,0,48
14902,0.0,0,18
14903,0.0,0,61
14905,0.0,0,37
14906,0.0,0,45
14907,0.0,0,175
14908,0.0,0,15
14909,0.0,0,21
14911,0.0,0,17
14912,0.0,0,29
14914,0.0,0,18
14915,0.0,0,63
15000,0.0,0,19
15001,0.0,0,21
15003,0.0,0,47
15004,0.0,0,47
15005,0.0,0,27
15006,0.0,0,235
15007,0.0,0,71
15008,0.0,0,36
15009,0.0,0,52
15010,0.0,0,16
15011,0.0,0,21
15012,0.0,0,33
15013,0.0,0,41
15015,0.0,0,3746
15100,0.0,0,200
15101,0.0,0,251
15102,0.0,0,11
15103,0.0,0,29
15104,0.0,0,152
15105,0.0,0,70
15106,0.0,0,54
15107,0.0,0,30
15109,0.0,0,69
15110,0.0,0,175
15111,0.0,0,127
15113,0.0,0,76
15201,0.0,0,58
15202,0.0,0,48
15203,0.0,0,12
15204,0.0,0,158
15205,0.0,0,12
15206,0.0,0,70
15208,0.0,0,34
15209,0.0,0,19
15210,0.0,0,26
15211,0.0,0,13
15212,0.0,0,17
15213,0.0,0,20
15214,0.0,0,13
15215,0.0,0,55
15300,0.0,0,29
15301,0.0,0,30
15303,0.0,0,47
15304,0.0,0,43
15305,0.0,0,165
15306,0.0,0,34
15307,0.0,0,20
15308,0.0,0,148
15309,0.0,0,293
15310,0.0,0,9
15313,0.0,0,26
15314,0.0,0,73
15315,0.0,0,20
15400,0.0,0,41
15401,0.0,0,11
15402,0.0,0,20
15403,0.0,0,20
15404,0.0,0,10
15405,0.0,0,65
15406,0.0,0,20
15407,0.0,0,68
15409,0.0,0,41
15410,0.0,0,46
15411,0.0,0,13
15412,0.0,0,108
15413,0.0,0,16
15414,0.0,0,24
15415,0.0,0,22
15500,0.0,0,34
15501,0.0,0,26
15502,0.0,0,32
15503,0.0,0,227
15504,0.0,0,133
15505,0.0,0,56
15506,0.0,0,13
15507,0.0,0,80
15508,0.0,0,20
15509,0.0,0,57
15510,0.0,0,92
15511,0.0,0,114
15512,0.0,0,203
15513,0.0,0,50
15514,0.0,0,44
15515,0.0,0,49
15602,0.0,0,20
15603,0.0,0,91
15605,0.0,0,16
15606,0.0,0,12
15607,0.0,0,86
15608,0.0,0,25
15609,0.0,0,31
15610,0.0,0,17
15611,0.0,0,40
15612,0.0,0,22
15613,0.0,0,59
15614,0.0,0,26
15615,0.0,0,93
15700,0.0,0,85
15702,0.0,0,29
15703,0.0,0,16
15704,0.0,0,4
15706,0.0,0,53
15709,0.0,0,12
15710,0.0,0,37
15711,0.0,0,10
15712,0.0,0,34
15713,0.0,0,6
15714,0.0,0,144
15715,0.0,0,16
15800,0.0,0,78
15801,0.0,0,103
15802,0.0,0,50
15803,0.0,0,8
15804,0.0,0,22
15805,0.0,0,27
15806,0.0,0,22
15807,0.0,0,27
15808,0.0,0,30
15809,0.0,0,44
15810,0.0,0,53
15811,0.0,0,40
15815,0.0,0,39
15900,0.0,0,205
15901,0.0,0,53
15903,0.0,0,226
15904,0.0,0,126
15905,0.0,0,25
15906,0.0,0,67
15907,0.0,0,12
15908,0.0,0,31
15909,0.0,0,43
15911,0.0,0,13
15912,0.0,0,47
15914,0.0,0,56
15915,0.0,0,17
16000,0.0,0,100
16001,0.0,0,56
16002,0.0,0,55
16004,0.0,0,49
16005,0.0,0,25
16006,0.0,0,187
16007,0.0,0,90
16008,0.0,0,69
16010,0.0,0,45
16012,0.0,0,8
16013,0.0,0,30
16014,0.0,0,21
16015,0.0,0,26
16100,0.0,0,30
16101,0.0,0,26
16102,0.0,0,15
16104,0.0,0,31
16105,0.0,0,38
16106,0.0,0,29
16107,0.0,0,15
16108,0.0,0,30
16110,0.0,0,91
16111,0.0,0,93
16112,0.0,0,139
16114,0.0,0,45
16200,0.0,0,38
16201,0.0,0,18
16202,0.0,0,15
16203,0.0,0,18
16205,0.0,0,36
16206,0.0,0,67
16208,0.0,0,112
16210,0.0,0,80
16211,0.0,0,19
16212,0.0,0,33
16213,0.0,0,78
16214,0.0,0,84
16215,0.0,0,18
16300,0.0,0,273
16301,0.0,0,75
16302,0.0,0,53
16303,0.0,0,40
16304,0.0,0,165
16305,0.0,0,19
16306,0.0,0,11
16308,0.0,0,46
16309,0.0,0,29
16310,0.0,0,56
16311,0.0,0,9
16312,0.0,0,164
16314,0.0,0,146
16315,0.0,0,48
16402,0.0,0,17
16405,0.0,0,33
16406,0.0,0,35
16407,0.0,0,17
16408,0.0,0,78
16409,0.0,0,11
16410,0.0,0,24
16411,0.0,0,19
16412,0.0,0,12
16413,0.0,0,36
16414,0.0,0,242
16500,0.0,0,30
16501,0.0,0,137
16503,0.0,0,147
16504,0.0,0,14
16505,0.0,0,53
16506,0.0,0,23
16507,0.0,0,26
16508,0.0,0,25
16509,0.0,0,91
16510,0.0,0,49
16513,0.0,0,28
16515,0.0,0,13
16600,0.0,0,101
16601,0.0,0,23
16602,0.0,0,74
16603,0.0,0,41
16604,0.0,0,76
16606,0.0,0,17
16607,0.0,0,65
