Coupon_id,early_prob,mid_prob,late_prob
9501,0.0556,0.0,0.9444
1024,0.5,0.0,0.5
4700,0.4286,0.2857,0.2857
12604,0.0,0.0,1.0
12049,0.1429,0.0,0.8571
12679,0.3433,0.3134,0.3433
12577,0.5,0.5,0.0
13486,0.0,1.0,0.0
13560,0.0,0.2,0.8
3632,0.0,0.0,1.0
5405,0.1897,0.0,0.8103
8018,0.0964,0.0,0.9036
2021,1.0,0.0,0.0
11594,0.4444,0.3333,0.2222
4274,0.4167,0.2917,0.2917
11174,0.0,0.625,0.375
14017,0.3333,0.4,0.2667
8156,0.0,0.575,0.425
8270,0.3,0.6,0.1
8537,0.0,0.0,1.0
5707,0.0,0.0,1.0
4293,0.3333,0.2,0.4667
8602,0.6667,0.0,0.3333
6416,0.5,0.25,0.25
5999,0.0,0.5,0.5
8555,0.3617,0.1915,0.4468
2939,0.0,1.0,0.0
1895,0.4348,0.3043,0.2609
10691,0.0,0.5,0.5
5139,0.0,0.0,1.0
12365,0.1818,0.0,0.8182
1342,0.1364,0.0909,0.7727
6409,0.0,1.0,0.0
681,0.4,0.4,0.2
6225,0.4706,0.2353,0.2941
9277,0.0,1.0,0.0
11907,0.3571,0.0,0.6429
9287,0.0,0.0,1.0
5160,0.0,0.0,1.0
7851,0.0,0.8,0.2
4033,0.2055,0.2603,0.5342
3732,0.4754,0.2077,0.3169
4911,0.0,0.5714,0.4286
8521,0.0,0.0,1.0
1226,0.2632,0.6842,0.0526
142,0.0,0.0,1.0
4544,0.0,0.5,0.5
13163,0.1111,0.0,0.8889
13423,0.3647,0.3294,0.3059
10308,0.0877,0.0,0.9123
7636,0.4634,0.5366,0.0
5313,1.0,0.0,0.0
10246,0.25,0.5,0.25
8773,0.8,0.2,0.0
3543,0.2903,0.4516,0.2581
5315,0.0,0.0,1.0
8088,0.3077,0.0,0.6923
9558,0.0,1.0,0.0
13188,0.0,0.25,0.75
12367,0.1616,0.0,0.8384
10162,1.0,0.0,0.0
4708,0.0,1.0,0.0
13761,0.375,0.625,0.0
5395,0.0,0.0,1.0
13386,0.0,0.0,1.0
1160,0.0,0.0,1.0
4481,0.2385,0.2844,0.4771
9303,0.0,0.0,1.0
9321,0.4,0.3,0.3
2652,0.0,0.0,1.0
13165,0.4091,0.3636,0.2273
2458,0.2174,0.3043,0.4783
10667,1.0,0.0,0.0
2197,0.2105,0.4211,0.3684
11848,0.3429,0.3143,0.3429
2962,0.5,0.5,0.0
1806,0.0,0.0,1.0
12780,0.25,0.375,0.375
12090,0.0,1.0,0.0
11474,0.0,0.6667,0.3333
4751,0.1111,0.5833,0.3056
10,0.0,0.3846,0.6154
384,0.0,0.0,1.0
4499,0.5,0.0,0.5
3214,0.25,0.0,0.75
12891,0.0,0.0,1.0
6330,0.2342,0.3228,0.443
7996,0.2727,0.4545,0.2727
3450,0.5,0.0,0.5
11301,0.5,0.375,0.125
13206,0.0,0.6667,0.3333
11923,0.2,0.8,0.0
13218,0.0,0.0,1.0
9208,0.1818,0.5455,0.2727
165,0.0667,0.0,0.9333
9787,0.0313,0.0,0.9688
8251,0.3846,0.5385,0.0769
11793,0.0,0.5,0.5
10910,0.4091,0.0909,0.5
2949,0.3333,0.0,0.6667
10573,1.0,0.0,0.0
13958,0.1579,0.1053,0.7368
6110,0.5,0.0,0.5
3941,0.0,1.0,0.0
11453,0.1818,0.0,0.8182
10767,0.6667,0.1667,0.1667
10929,0.4904,0.125,0.3846
6951,0.0345,0.0,0.9655
7610,0.4421,0.2479,0.3099
6778,0.0,1.0,0.0
4467,0.5,0.5,0.0
6827,0.0,1.0,0.0
12632,0.0,0.0,1.0
7408,0.0,0.5,0.5
3067,0.1111,0.0,0.8889
3462,0.0714,0.0,0.9286
2923,0.0,0.4,0.6
2068,0.6667,0.3333,0.0
2960,0.2,0.0,0.8
1229,0.3333,0.3333,0.3333
12807,0.2667,0.7333,0.0
9099,0.5,0.1667,0.3333
6189,1.0,0.0,0.0
8239,1.0,0.0,0.0
12439,0.3333,0.0,0.6667
4095,0.0,1.0,0.0
732,0.3235,0.3529,0.3235
5804,0.5,0.5,0.0
9476,0.25,0.125,0.625
4648,0.2,0.2,0.6
6963,0.0,0.5,0.5
9774,0.0,0.0,1.0
5262,0.1,0.3,0.6
13066,0.0,0.5,0.5
3111,0.0,0.0,1.0
9981,0.5,0.0,0.5
7116,0.1875,0.0,0.8125
10323,0.2313,0.0,0.7687
13490,0.2727,0.1591,0.5682
11910,0.0,1.0,0.0
13758,0.0,0.0,1.0
607,1.0,0.0,0.0
6764,0.25,0.25,0.5
9224,0.5,0.5,0.0
11356,0.0,0.0,1.0
9177,0.2,0.8,0.0
2921,0.0,1.0,0.0
10364,0.3636,0.0,0.6364
6615,0.0,0.0,1.0
11797,0.3673,0.2755,0.3571
8169,0.0,0.5714,0.4286
9310,0.0,0.0,1.0
5054,0.5,0.2857,0.2143
11278,0.0,0.0,1.0
3805,0.5,0.5,0.0
5496,0.4,0.0,0.6
5559,0.0,0.0,1.0
10566,0.3462,0.2692,0.3846
9237,0.25,0.5,0.25
7802,0.6197,0.1127,0.2676
1386,0.129,0.4516,0.4194
12901,1.0,0.0,0.0
8695,0.0,0.5,0.5
5478,0.25,0.0,0.75
5393,0.8889,0.1111,0.0
5825,0.1842,0.0,0.8158
252,0.0,1.0,0.0
4220,0.0,0.5385,0.4615
11568,0.0909,0.1818,0.7273
12287,0.5,0.1429,0.3571
3363,0.0,0.0,1.0
3916,0.0,0.5,0.5
9091,0.1714,0.0,0.8286
5038,0.0,1.0,0.0
9449,0.0,1.0,0.0
1797,0.0,0.0,1.0
9345,0.2,0.4,0.4
883,0.1591,0.5682,0.2727
10923,0.1333,0.0,0.8667
4872,0.3182,0.4318,0.25
12859,0.0,0.7143,0.2857
8137,0.5,0.2857,0.2143
4657,0.0588,0.1765,0.7647
13020,0.375,0.125,0.5
12418,0.25,0.3654,0.3846
11042,0.2059,0.0,0.7941
13128,1.0,0.0,0.0
5500,0.0,0.0,1.0
5666,0.1667,0.5,0.3333
5928,0.25,0.0,0.75
473,0.5714,0.1429,0.2857
10745,0.0,1.0,0.0
8283,0.0,0.6667,0.3333
2154,0.1091,0.0,0.8909
9494,0.8333,0.0,0.1667
13436,0.5,0.5,0.0
3284,0.1176,0.0,0.8824
6492,0.0,0.5,0.5
9968,0.0,0.5,0.5
13825,0.0,0.6,0.4
13398,0.3256,0.3605,0.314
7548,1.0,0.0,0.0
3631,0.0,0.0,1.0
9461,0.2857,0.1429,0.5714
3586,0.0,0.0,1.0
721,0.0,1.0,0.0
4306,0.0,0.7143,0.2857
13551,0.0,0.5,0.5
3893,1.0,0.0,0.0
1687,0.4,0.2,0.4
4504,0.16,0.0,0.84
7302,0.2,0.2,0.6
13397,0.3333,0.5,0.1667
9247,0.5,0.5,0.0
12895,0.3333,0.0,0.6667
13056,0.4231,0.2692,0.3077
1807,0.367,0.2477,0.3853
8182,0.0816,0.7755,0.1429
1197,1.0,0.0,0.0
4955,0.4737,0.0526,0.4737
4040,0.0,1.0,0.0
6800,0.5,0.0,0.5
8617,0.0,0.0,1.0
7973,0.0,0.0,1.0
3024,0.25,0.25,0.5
6103,0.1568,0.0,0.8432
11081,0.3846,0.2308,0.3846
7774,0.0,1.0,0.0
7959,0.2083,0.3333,0.4583
6597,0.5,0.0,0.5
6702,0.0,0.0,1.0
10949,0.1579,0.0,0.8421
9316,0.3333,0.3333,0.3333
9127,0.25,0.75,0.0
2189,0.3333,0.6667,0.0
10349,0.0,0.0,1.0
7062,1.0,0.0,0.0
7842,1.0,0.0,0.0
8852,0.0,1.0,0.0
3725,0.0,0.4,0.6
3752,0.4,0.1,0.5
2372,0.2222,0.4444,0.3333
11748,0.1818,0.0,0.8182
8985,0.3333,0.3333,0.3333
8105,0.375,0.375,0.25
2366,0.3754,0.3262,0.2985
9732,0.0,0.0,1.0
94,0.2941,0.5294,0.1765
11781,0.125,0.0,0.875
2411,0.0,0.0,1.0
3203,0.2222,0.3333,0.4444
11596,0.1875,0.0,0.8125
3136,0.25,0.0,0.75
5319,0.0,1.0,0.0
767,0.0,0.0,1.0
13517,0.0,1.0,0.0
4270,0.1579,0.0,0.8421
6060,0.5556,0.1111,0.3333
6715,0.0,0.3333,0.6667
1850,0.5,0.25,0.25
2234,0.0,0.5,0.5
13295,0.0,0.6129,0.3871
4922,1.0,0.0,0.0
11458,0.5,0.25,0.25
14031,0.5122,0.2195,0.2683
3571,0.3,0.5,0.2
9038,0.3929,0.2143,0.3929
11041,0.0769,0.0,0.9231
3604,0.1429,0.0,0.8571
2916,0.2,0.4,0.4
1292,0.0,0.0,1.0
6986,0.0,0.0,1.0
7064,0.3,0.3,0.4
2907,0.5,0.25,0.25
3070,0.375,0.375,0.25
2852,0.125,0.875,0.0
1102,0.0,0.5,0.5
4447,0.0,1.0,0.0
8878,0.6667,0.3333,0.0
3942,1.0,0.0,0.0
925,0.6667,0.2222,0.1111
13565,0.6667,0.3333,0.0
8595,0.0,0.3333,0.6667
1480,0.2,0.25,0.55
3227,0.6667,0.0,0.3333
9614,0.2917,0.25,0.4583
7243,0.0,0.0,1.0
1548,0.0,0.0,1.0
4496,0.6,0.2,0.2
6925,0.0,0.0,1.0
3163,0.0,0.1667,0.8333
9297,0.25,0.25,0.5
7724,0.5,0.5,0.0
13680,0.0,0.5,0.5
2472,0.0,0.2439,0.7561
5641,0.0,1.0,0.0
6524,0.0833,0.0,0.9167
4222,0.3333,0.3333,0.3333
2698,0.0,0.3333,0.6667
11678,0.4286,0.0,0.5714
11139,1.0,0.0,0.0
7531,0.2527,0.0,0.7473
4072,1.0,0.0,0.0
6301,0.1538,0.0,0.8462
12445,1.0,0.0,0.0
8177,1.0,0.0,0.0
2704,0.0,0.5,0.5
460,0.4,0.4,0.2
3796,0.2586,0.0,0.7414
13413,0.375,0.25,0.375
5143,0.4,0.2,0.4
2312,0.2632,0.2632,0.4737
5586,0.05,0.0,0.95
2972,0.0,1.0,0.0
13728,0.2857,0.0,0.7143
13559,1.0,0.0,0.0
2525,0.0,0.5,0.5
2081,0.3333,0.6667,0.0
5594,0.1875,0.0,0.8125
2273,0.0,0.3333,0.6667
435,0.0,1.0,0.0
12286,0.2872,0.3085,0.4043
2590,1.0,0.0,0.0
7367,1.0,0.0,0.0
1493,0.0833,0.0,0.9167
13704,0.4462,0.0,0.5538
11426,0.3333,0.3333,0.3333
11650,0.25,0.25,0.5
2647,0.25,0.0,0.75
13376,0.1039,0.0,0.8961
9117,0.1961,0.0,0.8039
2382,0.3043,0.3043,0.3913
12373,0.3333,0.2222,0.4444
12981,0.0,0.0,1.0
12725,0.0357,0.0,0.9643
8737,0.1,0.0,0.9
324,0.5,0.5,0.0
3601,0.5,0.0,0.5
7010,0.0,1.0,0.0
8061,0.0,0.0,1.0
11732,0.0,1.0,0.0
3705,0.1898,0.0,0.8102
12821,0.32,0.2267,0.4533
2732,0.0,1.0,0.0
7987,0.3333,0.3333,0.3333
301,0.3333,0.3333,0.3333
13245,0.0,0.0,1.0
9971,0.2,0.4,0.4
7388,0.0,0.4,0.6
7019,0.0435,0.3043,0.6522
1975,0.5,0.25,0.25
11170,0.5,0.0,0.5
11831,0.8889,0.1111,0.0
3198,0.3333,0.1667,0.5
5952,0.0,1.0,0.0
3380,1.0,0.0,0.0
1409,0.0,0.5,0.5
5567,0.0,0.0,1.0
11396,0.0,0.3333,0.6667
4794,0.2189,0.0,0.7811
1469,1.0,0.0,0.0
8944,0.102,0.0,0.898
2505,0.4,0.0,0.6
11260,0.5714,0.2857,0.1429
1757,0.5,0.5,0.0
12055,0.0,0.0,1.0
5588,0.375,0.375,0.25
2483,0.0,0.0,1.0
11660,0.4,0.6,0.0
7969,0.3333,0.3333,0.3333
861,0.2941,0.0,0.7059
1532,0.4417,0.2438,0.3145
542,0.2,0.4,0.4
7224,0.25,0.5,0.25
6868,0.2105,0.0,0.7895
332,0.093,0.0,0.907
4997,0.0,0.4444,0.5556
2296,0.32,0.4,0.28
6087,0.4,0.2,0.4
4761,0.2308,0.1538,0.6154
3291,1.0,0.0,0.0
12916,0.1163,0.4186,0.4651
13922,0.0526,0.0,0.9474
6826,0.2222,0.0,0.7778
11522,1.0,0.0,0.0
3992,0.2515,0.3374,0.411
12622,0.0,1.0,0.0
3412,0.5,0.5,0.0
11461,0.1667,0.5833,0.25
13054,0.3636,0.3636,0.2727
9764,0.0,0.8333,0.1667
11683,0.375,0.0,0.625
12363,0.0,1.0,0.0
11912,0.125,0.5,0.375
12962,0.0,0.0,1.0
11533,0.0,0.0,1.0
10992,1.0,0.0,0.0
3573,0.0,0.3333,0.6667
11288,0.6,0.0,0.4
13015,0.3,0.2,0.5
8643,0.2018,0.0,0.7982
8507,0.0,0.0,1.0
1195,0.0,0.6667,0.3333
13637,0.0,0.5,0.5
6068,0.5,0.0,0.5
13878,0.7143,0.0,0.2857
6474,0.5,0.0,0.5
5877,0.25,0.5,0.25
2162,0.5,0.0,0.5
8433,0.0,0.4,0.6
2069,0.037,0.0,0.963
9032,0.5,0.0,0.5
11205,1.0,0.0,0.0
1372,0.0,1.0,0.0
3650,0.0,0.6667,0.3333
7263,1.0,0.0,0.0
1903,0.75,0.0,0.25
9835,0.0625,0.0,0.9375
6850,0.1724,0.0,0.8276
3652,0.6667,0.0,0.3333
5297,0.3333,0.0,0.6667
7316,0.4,0.0,0.6
718,0.0,1.0,0.0
1695,0.1429,0.2857,0.5714
9296,0.2105,0.3684,0.4211
12024,0.0,1.0,0.0
12386,0.0,0.0,1.0
2495,0.5,0.0,0.5
7791,0.0,0.0,1.0
4730,0.3333,0.0,0.6667
8432,0.0,0.3333,0.6667
5041,0.0,0.0,1.0
2545,0.3333,0.3333,0.3333
5904,0.2,0.0,0.8
6388,0.0,0.0,1.0
12454,0.5714,0.2857,0.1429
10177,0.0,1.0,0.0
10814,0.0,1.0,0.0
10803,0.0,0.0,1.0
9680,0.0,1.0,0.0
5076,0.5,0.125,0.375
10212,0.375,0.5,0.125
279,0.5,0.5,0.0
138,0.0,1.0,0.0
12913,0.25,0.0,0.75
7352,0.3333,0.3333,0.3333
836,0.25,0.0,0.75
6074,0.6667,0.3333,0.0
703,0.0,0.5,0.5
9526,0.0,1.0,0.0
6857,1.0,0.0,0.0
8292,0.6667,0.0,0.3333
2058,0.0,0.6667,0.3333
586,0.0,0.0,1.0
10244,0.3333,0.0,0.6667
10918,0.5,0.5,0.0
112,0.2857,0.0,0.7143
3550,0.25,0.5,0.25
12967,0.5,0.5,0.0
9882,0.0,0.5,0.5
5663,1.0,0.0,0.0
1508,0.0,1.0,0.0
10725,0.3333,0.6667,0.0
6261,1.0,0.0,0.0
11887,1.0,0.0,0.0
7868,0.0,1.0,0.0
9391,0.2857,0.1429,0.5714
356,0.4,0.4,0.2
9553,0.3077,0.4615,0.2308
13148,0.0,1.0,0.0
4195,0.1,0.4,0.5
8974,0.0,0.0,1.0
8527,0.5,0.2,0.3
12766,1.0,0.0,0.0
6319,0.0,0.0,1.0
10294,0.0,0.0,1.0
12176,0.0,0.3333,0.6667
10653,0.0,0.5,0.5
5471,0.0,1.0,0.0
652,0.2857,0.0,0.7143
3072,0.4,0.4,0.2
11810,0.6667,0.0,0.3333
10561,0.2,0.2,0.6
9972,0.25,0.375,0.375
9281,0.0,0.0,1.0
5502,1.0,0.0,0.0
11198,0.125,0.25,0.625
3720,0.5,0.0,0.5
3162,0.4286,0.2857,0.2857
2164,0.4545,0.2727,0.2727
989,1.0,0.0,0.0
3060,0.4545,0.1818,0.3636
10758,0.0,1.0,0.0
4951,0.0,0.0,1.0
11391,0.5,0.25,0.25
2188,0.25,0.25,0.5
5621,0.0,0.0,1.0
7587,0.1818,0.5455,0.2727
2019,0.05,0.5,0.45
7664,0.75,0.0,0.25
11754,0.0,0.0,1.0
7805,0.0,0.0,1.0
13270,0.0,1.0,0.0
10926,0.0,1.0,0.0
13021,0.0,0.0,1.0
1764,0.0,1.0,0.0
8300,0.5,0.25,0.25
9745,0.0,0.0,1.0
5550,0.0,1.0,0.0
13044,0.5,0.0,0.5
6469,0.5,0.0,0.5
7368,0.0,0.0,1.0
5849,0.0,0.3333,0.6667
3247,0.3333,0.0,0.6667
6007,0.5,0.0,0.5
5773,0.3333,0.3333,0.3333
12372,0.0,0.5,0.5
9585,0.1111,0.2222,0.6667
11787,0.5,0.0,0.5
10960,0.0,0.0,1.0
13473,0.0,0.75,0.25
4086,0.0,0.0,1.0
8362,0.1667,0.3333,0.5
1635,0.0,0.5714,0.4286
9932,0.0,0.2857,0.7143
1476,0.0,0.8571,0.1429
13063,0.5,0.0,0.5
4430,1.0,0.0,0.0
12666,0.3333,0.3333,0.3333
7370,0.4,0.4,0.2
3747,0.0,0.0,1.0
6037,0.0,0.5,0.5
2522,0.0,0.3333,0.6667
11344,0.0909,0.5455,0.3636
8562,0.0,0.75,0.25
8710,0.0,1.0,0.0
4607,0.25,0.5,0.25
1519,0.0,0.0,1.0
3352,0.4,0.25,0.35
2676,1.0,0.0,0.0
3771,1.0,0.0,0.0
12833,0.0,0.25,0.75
7325,0.3333,0.3333,0.3333
3003,1.0,0.0,0.0
13903,0.0,0.375,0.625
3527,0.0,0.0,1.0
390,0.0,1.0,0.0
1145,0.5,0.25,0.25
11004,0.0,0.75,0.25
1636,0.0,1.0,0.0
11916,0.0667,0.7333,0.2
8649,0.0,1.0,0.0
1266,0.0,1.0,0.0
9138,0.0,0.0,1.0
4390,0.0,0.6,0.4
10076,0.0,1.0,0.0
10214,0.0,0.3333,0.6667
4150,1.0,0.0,0.0
10549,0.0,0.0,1.0
13092,0.6667,0.3333,0.0
6962,0.0,0.5,0.5
14033,0.3529,0.0,0.6471
440,0.0,0.3333,0.6667
3729,0.7,0.0,0.3
7171,1.0,0.0,0.0
10578,0.3333,0.3333,0.3333
3161,0.375,0.5,0.125
12042,0.0,1.0,0.0
11258,0.0,0.0,1.0
11976,0.5,0.5,0.0
9542,0.0,0.0,1.0
4686,0.0,0.0,1.0
6048,0.0,0.0,1.0
9609,0.6667,0.3333,0.0
3633,0.1667,0.0,0.8333
6536,0.0,0.0,1.0
1505,0.5556,0.2222,0.2222
4547,0.5,0.5,0.0
3600,0.5,0.5,0.0
13145,0.0,0.0,1.0
908,0.3684,0.3158,0.3158
7981,0.3333,0.6667,0.0
4961,0.0,0.0,1.0
6513,1.0,0.0,0.0
2571,0.125,0.25,0.625
8095,0.6667,0.0,0.3333
1254,0.25,0.5,0.25
10696,0.8333,0.0,0.1667
10869,0.0,0.5,0.5
3243,0.0,0.0,1.0
12344,0.0,0.0,1.0
4244,0.0,0.0,1.0
6916,0.5,0.5,0.0
5158,0.0526,0.0,0.9474
6141,0.6,0.0,0.4
10357,0.2,0.2,0.6
3674,0.3333,0.5,0.1667
174,0.0,0.5,0.5
6292,0.0,0.5,0.5
2365,0.0,1.0,0.0
2711,0.75,0.0,0.25
7723,0.0,0.0,1.0
10136,0.0,0.0,1.0
13853,0.0,0.0,1.0
6523,0.3,0.4,0.3
5738,0.6,0.2,0.2
1263,0.5,0.0,0.5
8715,0.0,1.0,0.0
5573,0.0,0.5,0.5
1893,0.5,0.5,0.0
3760,1.0,0.0,0.0
10413,0.25,0.25,0.5
4261,1.0,0.0,0.0
1777,0.0,1.0,0.0
11287,0.0,0.0,1.0
6425,1.0,0.0,0.0
7350,0.0,0.0,1.0
8299,0.0,0.5,0.5
2981,1.0,0.0,0.0
3437,0.0,1.0,0.0
6008,0.1429,0.2857,0.5714
1633,0.0,1.0,0.0
11839,0.2632,0.5,0.2368
2802,0.0,0.8,0.2
13219,1.0,0.0,0.0
5574,0.5,0.5,0.0
2875,0.6364,0.3636,0.0
2668,0.6667,0.0,0.3333
1064,1.0,0.0,0.0
13008,0.2857,0.381,0.3333
8684,0.1429,0.1429,0.7143
12657,0.0,1.0,0.0
13501,1.0,0.0,0.0
1139,0.0,1.0,0.0
13265,0.0,0.0,1.0
12974,0.0,0.5,0.5
7506,0.5,0.25,0.25
5651,0.0714,0.4286,0.5
13396,0.0769,0.0,0.9231
8719,0.0,0.5,0.5
558,0.3333,0.3333,0.3333
4208,1.0,0.0,0.0
13909,0.0,0.5,0.5
6154,0.6667,0.0,0.3333
7046,0.0,0.0,1.0
7385,0.0,1.0,0.0
10430,0.25,0.5,0.25
6441,0.0,0.0,1.0
1750,0.0,0.0,1.0
10847,0.1667,0.5,0.3333
2538,0.0,0.5,0.5
2324,0.6,0.4,0.0
9446,0.25,0.0,0.75
14008,0.0,0.6,0.4
943,0.0,0.0,1.0
4664,0.0,0.0,1.0
10491,0.0,0.0,1.0
2667,0.0,0.0,1.0
7097,0.0,0.0,1.0
11378,0.0,0.5,0.5
11325,0.375,0.0,0.625
2165,0.0,0.5,0.5
10219,0.3333,0.5,0.1667
3718,0.5,0.0,0.5
6651,0.125,0.0,0.875
11240,0.0,0.5,0.5
9096,0.5,0.0,0.5
3816,0.0,0.0,1.0
1147,0.0,1.0,0.0
2787,0.375,0.125,0.5
9172,0.0,0.5,0.5
6083,0.0,0.6667,0.3333
4374,0.2143,0.7857,0.0
4680,0.5,0.0,0.5
12113,0.6667,0.0,0.3333
413,1.0,0.0,0.0
9781,0.0,1.0,0.0
978,0.0,0.25,0.75
2976,0.0,0.0,1.0
11776,0.0,0.0,1.0
4959,0.3333,0.0,0.6667
12774,0.0,0.0,1.0
12668,0.0,0.5,0.5
8006,0.0,0.0,1.0
12322,0.0,1.0,0.0
354,0.2,0.0,0.8
12560,0.0,0.0,1.0
11111,0.0,0.0,1.0
11506,0.5,0.0,0.5
1968,0.0,0.0,1.0
2566,0.5,0.5,0.0
3689,1.0,0.0,0.0
12907,0.5333,0.0667,0.4
5084,0.5,0.5,0.0
8630,0.0,0.0,1.0
12310,0.3125,0.2813,0.4063
3921,0.0,0.0,1.0
11298,0.1429,0.4286,0.4286
10157,0.0,0.3333,0.6667
11311,0.6667,0.3333,0.0
13606,0.1333,0.0,0.8667
6794,0.0,1.0,0.0
9685,0.4231,0.4231,0.1538
10192,0.6667,0.0,0.3333
10390,0.6667,0.0,0.3333
10002,1.0,0.0,0.0
2519,0.6667,0.3333,0.0
1210,0.0,1.0,0.0
6623,1.0,0.0,0.0
5271,0.0,0.0,1.0
4301,0.3333,0.6667,0.0
12893,0.2667,0.0,0.7333
12174,1.0,0.0,0.0
9044,0.5926,0.037,0.3704
1688,0.0,0.0,1.0
6451,0.3913,0.3043,0.3043
12546,0.0,0.0,1.0
5420,0.1111,0.4444,0.4444
1533,0.4,0.5,0.1
10702,0.0,0.0,1.0
2688,0.15,0.45,0.4
12327,0.5,0.25,0.25
5557,0.3636,0.3636,0.2727
2107,0.9,0.0,0.1
6381,1.0,0.0,0.0
11771,1.0,0.0,0.0
6108,0.0,0.0,1.0
7395,0.0,0.0,1.0
7191,0.0,0.5714,0.4286
5244,0.1875,0.0,0.8125
2116,0.0,1.0,0.0
3655,0.5,0.5,0.0
412,0.0,0.0,1.0
6672,0.0,0.4,0.6
8023,0.5,0.0,0.5
10454,1.0,0.0,0.0
1571,0.0,1.0,0.0
9941,0.0,0.0,1.0
9852,0.0,0.0,1.0
8581,0.1818,0.3636,0.4545
1451,0.3571,0.6429,0.0
13117,0.0,0.0,1.0
10085,0.0,0.5,0.5
2507,0.3333,0.3333,0.3333
2328,0.0,0.0,1.0
1802,1.0,0.0,0.0
40,0.0,1.0,0.0
5781,0.5,0.0,0.5
8851,0.0,0.0,1.0
5216,1.0,0.0,0.0
2410,0.0,0.0,1.0
2344,0.0,1.0,0.0
8398,0.2,0.8,0.0
5618,0.0,1.0,0.0
1201,0.3333,0.0,0.6667
7845,0.0,0.5,0.5
10403,0.5,0.5,0.0
3103,0.5,0.0,0.5
1828,0.0,1.0,0.0
13100,0.3333,0.3333,0.3333
8450,0.0,1.0,0.0
12098,0.1667,0.5,0.3333
3109,0.5,0.0,0.5
10376,0.0,0.0,1.0
10937,0.5,0.5,0.0
5012,0.4091,0.4091,0.1818
7331,0.0,1.0,0.0
9737,1.0,0.0,0.0
14018,0.0,0.0,1.0
2748,0.4,0.6,0.0
5920,0.0,1.0,0.0
4000,0.0,1.0,0.0
3304,0.3571,0.0,0.6429
7640,0.4286,0.2,0.3714
10798,0.3333,0.6667,0.0
12825,0.0,1.0,0.0
9204,0.0,1.0,0.0
5514,0.0,0.3333,0.6667
6603,0.0,1.0,0.0
283,0.0,0.0,1.0
8535,0.1905,0.5714,0.2381
3147,0.4242,0.0,0.5758
8811,0.25,0.125,0.625
12019,1.0,0.0,0.0
5597,0.6667,0.3333,0.0
2190,0.3333,0.6667,0.0
6198,0.5,0.0,0.5
3001,0.3636,0.4545,0.1818
8467,0.0,1.0,0.0
12007,0.0,0.0,1.0
8004,1.0,0.0,0.0
2488,0.0,0.0,1.0
2181,0.3333,0.0,0.6667
2134,0.0,0.0,1.0
10510,0.5,0.0,0.5
11511,0.5,0.0,0.5
6246,0.0,1.0,0.0
5394,0.4286,0.0,0.5714
3690,0.0,0.0,1.0
4406,0.0,0.0,1.0
8317,0.0,0.0,1.0
9910,0.2857,0.1429,0.5714
2643,0.0,0.5,0.5
10928,0.4,0.0,0.6
6955,0.0,0.0,1.0
10193,0.0,1.0,0.0
10501,0.0,0.0,1.0
11070,0.6,0.2,0.2
12562,0.0,1.0,0.0
2326,0.0,1.0,0.0
13827,0.0,1.0,0.0
968,0.3333,0.2222,0.4444
4678,1.0,0.0,0.0
6641,0.7143,0.0,0.2857
3034,0.0,0.0,1.0
612,1.0,0.0,0.0
6113,0.0,1.0,0.0
1460,0.4286,0.0,0.5714
9684,0.5,0.5,0.0
2109,0.4444,0.4444,0.1111
12095,0.0,0.5,0.5
12851,0.0,1.0,0.0
12650,0.0,0.0,1.0
8999,1.0,0.0,0.0
12017,0.0,1.0,0.0
2175,0.4286,0.0,0.5714
9254,0.6667,0.3333,0.0
10027,0.5,0.0,0.5
2987,0.0,0.0,1.0
4434,0.0,1.0,0.0
8363,0.7778,0.0,0.2222
13425,1.0,0.0,0.0
1561,0.4,0.3,0.3
10665,0.3704,0.2593,0.3704
8984,0.0,1.0,0.0
3799,0.0,0.2,0.8
11753,0.1111,0.0,0.8889
8384,0.0,0.5,0.5
2384,0.0,0.75,0.25
11814,0.3214,0.2857,0.3929
9218,0.0,0.0,1.0
4156,0.2857,0.4286,0.2857
5631,0.1111,0.8889,0.0
1646,1.0,0.0,0.0
13905,0.3636,0.2727,0.3636
8062,0.5,0.2857,0.2143
10779,0.0,1.0,0.0
4943,0.0,0.0,1.0
5357,0.0,0.0,1.0
5970,0.5,0.3333,0.1667
11909,0.3636,0.0909,0.5455
794,0.0,0.3333,0.6667
150,0.3333,0.3333,0.3333
8252,0.4444,0.1111,0.4444
10249,0.1429,0.4286,0.4286
8905,0.0,0.5,0.5
10774,0.0,0.5,0.5
9955,0.4091,0.5455,0.0455
4143,0.0,1.0,0.0
3455,0.4444,0.3333,0.2222
10833,0.0,0.0,1.0
382,0.3333,0.3333,0.3333
9120,0.0,1.0,0.0
4787,1.0,0.0,0.0
8515,0.5,0.0,0.5
9317,0.0,0.5,0.5
13739,0.0,0.0,1.0
9600,0.3333,0.0,0.6667
153,0.5,0.0,0.5
5024,0.0,0.0,1.0
12815,0.3333,0.3333,0.3333
7061,0.2941,0.7059,0.0
1225,0.3,0.4,0.3
4994,0.0,1.0,0.0
5591,0.5,0.0,0.5
148,0.5,0.0,0.5
1760,0.6667,0.0,0.3333
5843,0.0,1.0,0.0
8064,0.1818,0.2727,0.5455
5541,0.2727,0.0909,0.6364
12554,0.5,0.375,0.125
8211,0.5,0.0,0.5
10536,0.0,0.0,1.0
12491,0.2727,0.4545,0.2727
457,0.3556,0.5333,0.1111
